latitude, longitude, timestamp
39.5365595, -122.3379157, 2022-05-13T19:37:21.322228Z
39.5365596, -122.3379157, 2022-05-13T19:37:21.377784Z
39.5365596, -122.3379157, 2022-05-13T19:37:21.433340Z
39.5365596, -122.3379157, 2022-05-13T19:37:21.488896Z
39.5365596, -122.3379157, 2022-05-13T19:37:21.590000Z
39.5365596, -122.3379156, 2022-05-13T19:37:21.645556Z
39.5365596, -122.3379157, 2022-05-13T19:37:21.701112Z
39.5365596, -122.3379157, 2022-05-13T19:37:21.756668Z
39.5365596, -122.3379157, 2022-05-13T19:37:21.812224Z
39.5365596, -122.3379156, 2022-05-13T19:37:21.867780Z
39.5365595, -122.3379157, 2022-05-13T19:37:21.923336Z
39.5365596, -122.3379156, 2022-05-13T19:37:21.978892Z
39.5365596, -122.3379156, 2022-05-13T19:37:22.034448Z
39.5365595, -122.3379156, 2022-05-13T19:37:22.090004Z
39.5365595, -122.3379157, 2022-05-13T19:37:22.145560Z
39.5365595, -122.3379156, 2022-05-13T19:37:22.201116Z
39.5365595, -122.3379156, 2022-05-13T19:37:22.256672Z
39.5365595, -122.3379155, 2022-05-13T19:37:22.312228Z
39.5365595, -122.3379155, 2022-05-13T19:37:22.367784Z
39.5365595, -122.3379156, 2022-05-13T19:37:22.423340Z
39.5365596, -122.3379155, 2022-05-13T19:37:22.478896Z
39.5365595, -122.3379155, 2022-05-13T19:37:22.534452Z
39.5365595, -122.3379156, 2022-05-13T19:37:22.580000Z
39.5365595, -122.3379155, 2022-05-13T19:37:22.635556Z
39.5365595, -122.3379155, 2022-05-13T19:37:22.691112Z
39.5365595, -122.3379155, 2022-05-13T19:37:22.746668Z
39.5365595, -122.3379155, 2022-05-13T19:37:22.802224Z
39.5365595, -122.3379155, 2022-05-13T19:37:22.857780Z
39.5365595, -122.3379155, 2022-05-13T19:37:22.913336Z
39.5365595, -122.3379155, 2022-05-13T19:37:22.968892Z
39.5365595, -122.3379154, 2022-05-13T19:37:23.024448Z
39.5365595, -122.3379154, 2022-05-13T19:37:23.080004Z
39.5365594, -122.3379153, 2022-05-13T19:37:23.135560Z
39.5365595, -122.3379154, 2022-05-13T19:37:23.191116Z
39.5365595, -122.3379153, 2022-05-13T19:37:23.246672Z
39.5365595, -122.3379153, 2022-05-13T19:37:23.302228Z
39.5365595, -122.3379153, 2022-05-13T19:37:23.357784Z
39.5365594, -122.3379152, 2022-05-13T19:37:23.413340Z
39.5365594, -122.3379152, 2022-05-13T19:37:23.468896Z
39.5365594, -122.3379152, 2022-05-13T19:37:23.524452Z
39.5365594, -122.3379153, 2022-05-13T19:37:23.625000Z
39.5365594, -122.3379153, 2022-05-13T19:37:23.680556Z
39.5365594, -122.3379152, 2022-05-13T19:37:23.736112Z
39.5365594, -122.3379152, 2022-05-13T19:37:23.791668Z
39.5365594, -122.3379153, 2022-05-13T19:37:23.847224Z
39.5365594, -122.3379152, 2022-05-13T19:37:23.902780Z
39.5365594, -122.3379152, 2022-05-13T19:37:23.958336Z
39.5365593, -122.3379152, 2022-05-13T19:37:24.013892Z
